record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage,Day_of_Week_Name,Time_of_Day,Day_of_Week_Num,Month,Is_Weekend
19450,2023-11-22 10:38:00,Koramangala,12.928627,77.632874,Wednesday,10,Heavy,Haze,Dry,Car,Moderate,Minor,Drunk Driving,No Helmet,0,2,80 Feet Road,32291,29.2,46.69,0,54.23,67.85,Wednesday,Morning,2,11,0
19451,2023-07-31 22:31:00,Koramangala,12.901718,77.510105,Monday,22,Light,Clear,Potholes,Bicycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,Sony World Junction,59316,11.24,100.0,0,77.76,67.71,Monday,Night,0,7,0
19452,2023-10-05 06:28:00,HSR Layout,12.837818,77.453279,Thursday,6,Light,Raining,Dry,Bicycle,Severe,Serious,Drunk Driving,Overspeeding,0,4,Outer Ring Road,43603,12.54,75.39,1,76.17,75.5,Thursday,Morning,3,10,0
19453,2023-02-17 21:01:00,Indiranagar,13.000896,77.708736,Friday,21,Light,Overcast,Wet,Bicycle,Unknown,No Injury,Drunk Driving,Unknown,0,0,100 Feet Road,57939,9.75,98.62,0,53.49,74.29,Friday,Night,4,2,0
19454,2023-11-04 00:57:00,Koramangala,12.90968,77.70278,Saturday,0,Moderate,Clear,Wet,Car,Severe,Fatal,Ignoring Signal,Unknown,2,1,Sony World Junction,39640,20.47,66.13,0,70.22,59.2,Saturday,Night,5,11,1
19455,2023-07-21 20:56:00,Whitefield,12.969658,77.724335,Friday,20,Very Heavy,Haze,Potholes,Truck,Moderate,Minor,Drunk Driving,Overspeeding,0,1,Marathahalli Bridge,27358,29.3,46.5,1,53.1,53.37,Friday,Evening,4,7,0
19456,2023-06-05 14:44:00,Jayanagar,13.10944,77.641642,Monday,14,Moderate,Clear,Dry,Bus,Unknown,No Injury,Distracted Driving,Overspeeding,0,0,South End Circle,20140,39.17,32.86,0,35.25,75.72,Monday,Afternoon,0,6,0
19457,2023-07-04 09:50:00,HSR Layout,12.82964,77.684054,Tuesday,9,Very Heavy,Raining,Potholes,Auto Rickshaw,Minor,Minor,Ignoring Signal,No Helmet,0,2,27th Main Road,47855,9.89,78.33,1,53.8,88.92,Tuesday,Morning,1,7,0
19458,2023-06-16 19:31:00,Whitefield,13.098652,77.497692,Friday,19,Heavy,Foggy,Potholes,Bicycle,Severe,Serious,Ignoring Signal,Jumping Signal,0,3,ITPL Main Road,45734,17.93,73.06,0,48.9,68.61,Friday,Evening,4,6,0
19459,2023-04-16 04:43:00,Indiranagar,13.042654,77.67344,Sunday,4,Light,Haze,Dry,Truck,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,100 Feet Road,35374,20.66,54.15,0,44.93,86.21,Sunday,Night,6,4,1
19460,2023-01-07 08:00:00,Whitefield,12.90895,77.73675,Saturday,8,Very Heavy,Overcast,Dry,Auto Rickshaw,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,Marathahalli Bridge,46246,9.72,67.81,0,77.96,74.69,Saturday,Morning,5,1,1
19461,2023-08-29 00:04:00,Koramangala,13.047687,77.608889,Tuesday,0,Light,Cloudy,Wet,Bus,Moderate,Serious,Ignoring Signal,No Helmet,0,4,Sony World Junction,55354,6.36,87.7,0,74.38,97.85,Tuesday,Night,1,8,0
19462,2023-11-15 22:15:00,Whitefield,12.857223,77.671129,Wednesday,22,Moderate,Raining,Under Construction,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,1,ITPL Main Road,54107,14.33,87.42,1,43.86,68.34,Wednesday,Night,2,11,0
19463,2023-08-29 14:04:00,Koramangala,12.93717,77.681524,Tuesday,14,Moderate,Foggy,Wet,Car,Minor,Minor,Ignoring Signal,Unknown,0,2,Sony World Junction,55354,6.36,87.7,0,74.38,97.85,Tuesday,Afternoon,1,8,0
19464,2023-06-23 14:23:00,Koramangala,12.845281,77.487109,Friday,14,Light,Overcast,Potholes,Truck,Unknown,No Injury,Speeding,Overspeeding,0,0,80 Feet Road,48133,11.73,81.85,0,59.34,54.25,Friday,Afternoon,4,6,0
19465,2023-11-23 11:47:00,Jayanagar,13.093058,77.463997,Thursday,11,Very Heavy,Cloudy,Potholes,Bus,Moderate,Minor,Speeding,Overspeeding,0,2,4th Block Complex,11996,43.89,30.0,0,74.71,87.92,Thursday,Morning,3,11,0
19466,2023-06-13 19:43:00,HSR Layout,12.896855,77.563079,Tuesday,19,Very Heavy,Cloudy,Potholes,Truck,Moderate,Minor,Drunk Driving,Unknown,0,1,27th Main Road,24217,34.98,33.6,0,55.39,58.16,Tuesday,Evening,1,6,0
19467,2023-01-11 23:59:00,Whitefield,12.926521,77.614573,Wednesday,23,Moderate,Clear,Under Construction,Car,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,ITPL Main Road,12904,49.85,30.0,0,33.73,67.9,Wednesday,Night,2,1,0
19468,2023-10-03 10:16:00,Whitefield,12.858514,77.464465,Tuesday,10,Heavy,Cloudy,Dry,Auto Rickshaw,Severe,Serious,Speeding,Unknown,0,2,Marathahalli Bridge,10537,45.99,30.0,0,33.19,76.0,Tuesday,Morning,1,10,0
19469,2023-03-11 12:31:00,Indiranagar,12.977639,77.717645,Saturday,12,Moderate,Raining,Dry,Motorcycle,Minor,Minor,Ignoring Signal,Unknown,0,2,CMH Road,53872,10.18,88.79,0,34.68,94.23,Saturday,Afternoon,5,3,1
19470,2023-10-04 05:48:00,Jayanagar,13.097565,77.562264,Wednesday,5,Light,Clear,Wet,Motorcycle,Moderate,Serious,Ignoring Signal,Overspeeding,0,1,South End Circle,11306,53.56,30.0,0,45.96,50.5,Wednesday,Morning,2,10,0
19471,2023-08-16 23:09:00,HSR Layout,13.114971,77.507085,Wednesday,23,Light,Cloudy,Under Construction,Motorcycle,Unknown,No Injury,Ignoring Signal,Jumping Signal,0,0,27th Main Road,32480,23.87,58.16,1,80.32,77.21,Wednesday,Night,2,8,0
19472,2023-05-09 16:15:00,Jayanagar,13.086759,77.688437,Tuesday,16,Moderate,Raining,Wet,Bus,Severe,Serious,Ignoring Signal,Jumping Signal,0,3,South End Circle,40652,22.16,63.21,0,42.6,51.3,Tuesday,Afternoon,1,5,0
19473,2023-07-26 18:32:00,HSR Layout,13.042228,77.494937,Wednesday,18,Heavy,Cloudy,Potholes,Car,Minor,Minor,Drunk Driving,Unknown,0,1,27th Main Road,30560,32.72,47.56,0,52.93,74.22,Wednesday,Evening,2,7,0
19474,2023-08-23 17:45:00,Jayanagar,12.971044,77.503204,Wednesday,17,Very Heavy,Clear,Potholes,Bus,Moderate,Minor,Distracted Driving,Overspeeding,0,2,4th Block Complex,29587,31.99,43.93,0,75.69,57.84,Wednesday,Evening,2,8,0
19475,2023-10-13 19:11:00,Indiranagar,12.843318,77.565483,Friday,19,Very Heavy,Overcast,Under Construction,Truck,Severe,Fatal,Distracted Driving,No Helmet,1,3,CMH Road,45826,12.52,69.25,0,78.12,85.34,Friday,Evening,4,10,0
19476,2023-11-21 03:17:00,Whitefield,13.008847,77.559883,Tuesday,3,Light,Cloudy,Dry,Bicycle,Minor,Minor,Ignoring Signal,Unknown,0,2,ITPL Main Road,31739,31.53,57.43,1,32.59,86.13,Tuesday,Night,1,11,0
19477,2023-07-12 19:00:00,Jayanagar,12.923594,77.617447,Wednesday,19,Very Heavy,Clear,Wet,Motorcycle,Moderate,Serious,Speeding,Overspeeding,0,1,South End Circle,8867,49.67,30.0,0,30.53,60.74,Wednesday,Evening,2,7,0
19478,2023-07-09 00:19:00,Koramangala,12.867359,77.629697,Sunday,0,Moderate,Clear,Under Construction,Auto Rickshaw,Moderate,Serious,Speeding,Overspeeding,0,2,Sony World Junction,17566,44.01,34.05,0,65.73,62.98,Sunday,Night,6,7,1
19479,2023-09-20 12:37:00,Whitefield,12.897744,77.612238,Wednesday,12,Light,Cloudy,Under Construction,Car,Minor,Minor,Distracted Driving,No Helmet,0,1,Marathahalli Bridge,26761,32.49,35.22,0,58.2,84.0,Wednesday,Afternoon,2,9,0
19480,2023-05-30 14:59:00,Indiranagar,13.079857,77.468197,Tuesday,14,Moderate,Cloudy,Wet,Car,Moderate,Minor,Ignoring Signal,No Helmet,0,1,CMH Road,16168,43.74,30.0,0,49.94,85.13,Tuesday,Afternoon,1,5,0
19481,2023-10-22 01:38:00,Whitefield,12.888087,77.617652,Sunday,1,Moderate,Cloudy,Potholes,Truck,Moderate,Serious,Ignoring Signal,Overspeeding,0,4,ITPL Main Road,48652,10.87,73.57,0,66.62,97.56,Sunday,Night,6,10,1
19482,2023-12-03 18:25:00,Whitefield,13.013271,77.642194,Sunday,18,Very Heavy,Cloudy,Wet,Auto Rickshaw,Minor,Minor,Distracted Driving,Unknown,0,1,Marathahalli Bridge,55967,10.06,87.47,0,38.33,83.47,Sunday,Evening,6,12,1
19483,2023-11-20 07:34:00,Koramangala,13.104286,77.575875,Monday,7,Moderate,Foggy,Wet,Car,Minor,Minor,Speeding,Jumping Signal,0,2,80 Feet Road,11992,43.26,30.0,1,81.09,78.57,Monday,Morning,0,11,0
19484,2023-02-23 05:52:00,HSR Layout,12.881593,77.546759,Thursday,5,Moderate,Raining,Wet,Car,Severe,Fatal,Distracted Driving,Jumping Signal,2,3,Outer Ring Road,41583,16.13,67.28,3,61.15,91.31,Thursday,Morning,3,2,0
19485,2023-08-13 12:54:00,Jayanagar,13.063853,77.735159,Sunday,12,Light,Cloudy,Wet,Bus,Minor,Minor,Speeding,Unknown,0,1,South End Circle,52348,6.01,86.14,0,51.05,89.88,Sunday,Afternoon,6,8,1
19486,2023-10-16 02:43:00,Whitefield,13.115758,77.467707,Monday,2,Light,Cloudy,Under Construction,Truck,Moderate,Minor,Drunk Driving,No Helmet,0,2,Marathahalli Bridge,24074,39.91,38.38,3,82.78,79.43,Monday,Night,0,10,0
19487,2023-08-08 12:40:00,Indiranagar,13.038771,77.713081,Tuesday,12,Moderate,Cloudy,Dry,Motorcycle,Minor,Minor,Distracted Driving,No Helmet,0,1,100 Feet Road,8951,51.17,30.0,0,50.47,76.19,Tuesday,Afternoon,1,8,0
19488,2023-08-25 13:13:00,Koramangala,12.861747,77.709052,Friday,13,Light,Clear,Dry,Bicycle,Severe,Serious,Distracted Driving,Overspeeding,0,2,80 Feet Road,13010,43.36,30.0,1,63.61,50.61,Friday,Afternoon,4,8,0
19489,2023-03-13 02:18:00,Whitefield,12.960489,77.644611,Monday,2,Moderate,Overcast,Under Construction,Truck,Unknown,No Injury,Drunk Driving,No Helmet,0,0,ITPL Main Road,49692,6.99,84.09,0,80.05,74.48,Monday,Night,0,3,0
19490,2023-08-04 14:47:00,Whitefield,13.056699,77.679016,Friday,14,Moderate,Foggy,Wet,Truck,Minor,Minor,Ignoring Signal,No Helmet,0,2,ITPL Main Road,34294,26.99,55.86,3,74.55,69.0,Friday,Afternoon,4,8,0
19491,2023-05-27 10:48:00,Whitefield,13.006987,77.488709,Saturday,10,Heavy,Foggy,Dry,Truck,Severe,Serious,Speeding,Unknown,0,1,ITPL Main Road,12299,43.13,30.0,0,65.79,99.36,Saturday,Morning,5,5,1
19492,2023-06-17 04:54:00,Whitefield,12.894216,77.712071,Saturday,4,Light,Haze,Under Construction,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,1,Marathahalli Bridge,22160,38.54,38.58,0,71.78,74.0,Saturday,Night,5,6,1
19493,2023-01-19 10:59:00,Indiranagar,13.076665,77.498655,Thursday,10,Very Heavy,Raining,Wet,Bus,Minor,Minor,Distracted Driving,Jumping Signal,0,2,100 Feet Road,34229,25.47,48.77,0,40.0,50.38,Thursday,Morning,3,1,0
19494,2023-09-09 07:40:00,Jayanagar,13.093705,77.449895,Saturday,7,Moderate,Clear,Potholes,Auto Rickshaw,Unknown,No Injury,Ignoring Signal,No Helmet,0,0,South End Circle,24484,36.47,33.65,1,71.79,99.18,Saturday,Morning,5,9,1
19495,2023-01-31 23:24:00,Jayanagar,12.842503,77.692954,Tuesday,23,Light,Overcast,Under Construction,Motorcycle,Moderate,Minor,Speeding,Overspeeding,0,2,South End Circle,45162,12.89,71.94,0,45.37,61.53,Tuesday,Night,1,1,0
19496,2023-05-09 08:38:00,Whitefield,13.000678,77.531555,Tuesday,8,Very Heavy,Haze,Dry,Motorcycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Marathahalli Bridge,57148,8.52,91.99,0,76.41,62.54,Tuesday,Morning,1,5,0
19497,2023-10-10 19:58:00,HSR Layout,13.113004,77.676284,Tuesday,19,Very Heavy,Cloudy,Dry,Car,Unknown,No Injury,Drunk Driving,Unknown,0,0,Outer Ring Road,10845,47.18,30.0,1,67.53,66.73,Tuesday,Evening,1,10,0
19498,2023-05-06 18:38:00,Indiranagar,13.085838,77.730243,Saturday,18,Heavy,Raining,Dry,Car,Moderate,Serious,Ignoring Signal,Overspeeding,0,2,100 Feet Road,36296,19.34,63.87,0,30.15,87.31,Saturday,Evening,5,5,1
19499,2023-03-20 20:55:00,HSR Layout,12.900565,77.556043,Monday,20,Heavy,Haze,Potholes,Motorcycle,Moderate,Minor,Distracted Driving,Overspeeding,0,2,Outer Ring Road,29508,30.02,43.05,0,51.94,80.64,Monday,Evening,0,3,0
19500,2023-08-01 10:54:00,Indiranagar,12.938244,77.644363,Tuesday,10,Heavy,Cloudy,Potholes,Bus,Moderate,Serious,Distracted Driving,Overspeeding,0,2,CMH Road,51808,10.74,87.05,0,63.37,82.14,Tuesday,Morning,1,8,0
19501,2023-04-21 15:40:00,Jayanagar,12.878534,77.555372,Friday,15,Light,Clear,Wet,Car,Unknown,No Injury,Drunk Driving,Overspeeding,0,0,4th Block Complex,48930,8.52,81.9,1,38.3,73.03,Friday,Afternoon,4,4,0
19502,2023-05-11 20:24:00,HSR Layout,13.036196,77.581863,Thursday,20,Heavy,Haze,Under Construction,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,1,27th Main Road,11466,47.78,30.0,0,59.37,65.55,Thursday,Evening,3,5,0
19503,2023-11-22 10:21:00,Koramangala,12.866136,77.656563,Wednesday,10,Very Heavy,Clear,Wet,Motorcycle,Moderate,Minor,Drunk Driving,Unknown,0,2,80 Feet Road,32291,29.2,46.69,0,54.23,67.85,Wednesday,Morning,2,11,0
19504,2023-09-13 09:55:00,Indiranagar,12.912213,77.545933,Wednesday,9,Heavy,Overcast,Under Construction,Bus,Unknown,No Injury,Distracted Driving,Overspeeding,0,0,CMH Road,40934,16.64,59.79,4,55.87,89.12,Wednesday,Morning,2,9,0
19505,2023-12-22 16:01:00,Whitefield,13.109471,77.571679,Friday,16,Light,Raining,Wet,Auto Rickshaw,Minor,Minor,Distracted Driving,Jumping Signal,0,1,Marathahalli Bridge,46197,17.43,72.26,0,53.88,85.94,Friday,Afternoon,4,12,0
19506,2023-07-13 11:56:00,Koramangala,12.905323,77.724351,Thursday,11,Heavy,Haze,Under Construction,Auto Rickshaw,Moderate,Minor,Distracted Driving,Unknown,0,2,Sony World Junction,50337,9.59,74.17,0,61.32,69.59,Thursday,Morning,3,7,0
19507,2023-05-18 23:22:00,Whitefield,12.922603,77.590954,Thursday,23,Moderate,Haze,Potholes,Car,Moderate,Minor,Speeding,No Helmet,0,2,ITPL Main Road,19043,40.13,34.38,0,75.72,65.1,Thursday,Night,3,5,0
19508,2023-01-01 16:41:00,Koramangala,12.918461,77.74409,Sunday,16,Light,Clear,Dry,Bicycle,Minor,Minor,Distracted Driving,Jumping Signal,0,1,Sony World Junction,6811,58.11,30.0,0,34.3,62.58,Sunday,Afternoon,6,1,1
19509,2023-10-25 22:29:00,Indiranagar,12.83781,77.585101,Wednesday,22,Moderate,Haze,Under Construction,Bus,Minor,Minor,Distracted Driving,Jumping Signal,0,1,100 Feet Road,51575,7.94,86.05,3,46.12,84.52,Wednesday,Night,2,10,0
19510,2023-06-18 08:03:00,HSR Layout,12.975242,77.616972,Sunday,8,Very Heavy,Raining,Wet,Car,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,Outer Ring Road,7224,48.12,30.0,1,70.19,77.04,Sunday,Morning,6,6,1
19511,2023-01-15 14:51:00,Whitefield,13.115891,77.66446,Sunday,14,Light,Raining,Wet,Motorcycle,Moderate,Minor,Speeding,Overspeeding,0,2,Marathahalli Bridge,24737,38.58,44.31,0,63.65,75.66,Sunday,Afternoon,6,1,1
19512,2023-05-20 21:28:00,Whitefield,13.072421,77.702134,Saturday,21,Moderate,Clear,Dry,Car,Unknown,No Injury,Speeding,Jumping Signal,0,0,ITPL Main Road,57965,11.81,99.58,1,69.74,92.07,Saturday,Night,5,5,1
19513,2023-10-19 08:50:00,Jayanagar,13.054002,77.522319,Thursday,8,Very Heavy,Cloudy,Wet,Car,Severe,Fatal,Ignoring Signal,Unknown,2,0,South End Circle,42555,20.98,67.66,0,39.34,61.82,Thursday,Morning,3,10,0
19514,2023-12-09 14:39:00,Indiranagar,12.839976,77.720329,Saturday,14,Moderate,Haze,Wet,Bicycle,Severe,Serious,Ignoring Signal,Overspeeding,0,2,CMH Road,24988,36.24,34.12,0,45.5,56.17,Saturday,Afternoon,5,12,1
19515,2023-09-18 04:11:00,Indiranagar,12.958524,77.700285,Monday,4,Light,Clear,Wet,Bus,Moderate,Minor,Speeding,Jumping Signal,0,2,100 Feet Road,50969,7.15,79.91,0,44.56,52.24,Monday,Night,0,9,0
19516,2023-02-27 05:29:00,Koramangala,13.117828,77.641978,Monday,5,Moderate,Haze,Under Construction,Car,Moderate,Serious,Distracted Driving,No Helmet,0,4,80 Feet Road,58988,6.27,99.59,0,80.05,58.55,Monday,Morning,0,2,0
19517,2023-12-12 03:10:00,Indiranagar,13.091971,77.681924,Tuesday,3,Moderate,Cloudy,Wet,Auto Rickshaw,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,CMH Road,23254,32.13,41.61,2,37.77,74.82,Tuesday,Night,1,12,0
19518,2023-02-28 04:15:00,Koramangala,12.913995,77.455572,Tuesday,4,Light,Clear,Dry,Car,Minor,Minor,Speeding,No Helmet,0,1,80 Feet Road,18651,39.15,30.43,0,40.04,81.38,Tuesday,Night,1,2,0
19519,2023-10-19 06:04:00,HSR Layout,12.89547,77.560693,Thursday,6,Moderate,Overcast,Wet,Auto Rickshaw,Moderate,Serious,Speeding,Overspeeding,0,4,27th Main Road,23706,35.66,33.44,0,75.08,77.94,Thursday,Morning,3,10,0
19520,2023-03-28 10:45:00,Jayanagar,13.093158,77.611067,Tuesday,10,Heavy,Overcast,Under Construction,Auto Rickshaw,Moderate,Serious,Speeding,Unknown,0,3,4th Block Complex,22189,41.56,35.62,1,56.33,95.62,Tuesday,Morning,1,3,0
19521,2023-02-21 05:32:00,Indiranagar,13.048821,77.58614,Tuesday,5,Moderate,Cloudy,Wet,Bus,Minor,Minor,Distracted Driving,Overspeeding,0,1,CMH Road,48618,8.76,74.1,1,66.51,53.33,Tuesday,Morning,1,2,0
19522,2023-10-04 09:50:00,Koramangala,13.011426,77.585283,Wednesday,9,Heavy,Overcast,Dry,Motorcycle,Moderate,Serious,Drunk Driving,Overspeeding,0,2,80 Feet Road,20716,43.32,31.09,1,45.62,64.57,Wednesday,Morning,2,10,0
19523,2023-04-15 20:59:00,Koramangala,12.954,77.462014,Saturday,20,Heavy,Raining,Wet,Bus,Moderate,Minor,Speeding,Jumping Signal,0,2,Sony World Junction,18061,37.68,33.22,0,52.34,63.71,Saturday,Evening,5,4,1
19524,2023-09-07 20:26:00,Koramangala,13.049467,77.461782,Thursday,20,Heavy,Foggy,Potholes,Bicycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,Sony World Junction,9014,51.91,30.0,1,73.58,90.12,Thursday,Evening,3,9,0
19525,2023-04-08 07:11:00,Jayanagar,12.997175,77.576788,Saturday,7,Light,Cloudy,Dry,Car,Minor,Minor,Ignoring Signal,Unknown,0,1,4th Block Complex,9747,51.39,30.0,1,81.29,73.14,Saturday,Morning,5,4,1
19526,2023-02-22 03:39:00,HSR Layout,12.855797,77.561773,Wednesday,3,Light,Overcast,Wet,Motorcycle,Severe,Serious,Speeding,Jumping Signal,0,2,27th Main Road,34724,29.16,54.85,1,32.38,67.91,Wednesday,Night,2,2,0
19527,2023-05-26 00:03:00,Koramangala,13.103538,77.660082,Friday,0,Light,Raining,Under Construction,Car,Minor,Minor,Speeding,Overspeeding,0,1,Sony World Junction,23566,41.39,40.31,0,66.36,94.62,Friday,Night,4,5,0
19528,2023-11-13 15:48:00,Whitefield,13.097164,77.53272,Monday,15,Moderate,Foggy,Dry,Truck,Moderate,Minor,Ignoring Signal,Unknown,0,2,Marathahalli Bridge,45651,14.52,72.68,0,73.12,76.03,Monday,Afternoon,0,11,0
19529,2023-12-29 09:41:00,HSR Layout,12.985692,77.457026,Friday,9,Heavy,Overcast,Dry,Motorcycle,Severe,Fatal,Drunk Driving,Unknown,2,0,27th Main Road,36575,28.39,64.03,0,63.57,72.74,Friday,Morning,4,12,0
19530,2023-09-03 11:58:00,Jayanagar,12.856886,77.557956,Sunday,11,Heavy,Raining,Under Construction,Motorcycle,Minor,Minor,Speeding,Unknown,0,2,South End Circle,9921,54.86,30.0,0,75.51,93.31,Sunday,Morning,6,9,1
19531,2023-12-02 12:08:00,Koramangala,12.928642,77.696732,Saturday,12,Light,Foggy,Dry,Truck,Severe,Fatal,Drunk Driving,Overspeeding,1,2,80 Feet Road,51060,7.89,82.69,0,37.76,61.05,Saturday,Afternoon,5,12,1
19532,2023-05-09 19:09:00,Indiranagar,13.025659,77.541613,Tuesday,19,Very Heavy,Clear,Dry,Motorcycle,Severe,Serious,Speeding,Overspeeding,0,3,CMH Road,12496,49.8,30.0,0,69.77,82.9,Tuesday,Evening,1,5,0
19533,2023-03-11 14:40:00,Whitefield,12.880553,77.471383,Saturday,14,Moderate,Foggy,Dry,Motorcycle,Moderate,Serious,Distracted Driving,No Helmet,0,1,Marathahalli Bridge,29822,26.11,49.12,0,40.17,76.01,Saturday,Afternoon,5,3,1
19534,2023-02-05 08:23:00,Jayanagar,13.067077,77.686664,Sunday,8,Heavy,Foggy,Potholes,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,2,South End Circle,53764,5.94,81.82,0,75.72,84.71,Sunday,Morning,6,2,1
19535,2023-04-22 17:02:00,Whitefield,13.008927,77.449726,Saturday,17,Heavy,Overcast,Wet,Truck,Minor,Minor,Distracted Driving,Jumping Signal,0,1,Marathahalli Bridge,11603,51.87,30.0,0,31.23,83.32,Saturday,Evening,5,4,1
19536,2023-10-02 14:51:00,Jayanagar,12.907296,77.638553,Monday,14,Moderate,Haze,Under Construction,Truck,Severe,Serious,Distracted Driving,Unknown,0,2,South End Circle,17108,41.8,30.0,0,72.47,83.77,Monday,Afternoon,0,10,0
19537,2023-11-24 23:15:00,Whitefield,12.9068,77.645335,Friday,23,Moderate,Overcast,Potholes,Motorcycle,Moderate,Serious,Ignoring Signal,No Helmet,0,4,ITPL Main Road,16756,41.87,30.0,1,82.24,99.22,Friday,Night,4,11,0
19538,2023-05-21 06:47:00,Whitefield,13.070063,77.563542,Sunday,6,Moderate,Raining,Dry,Bicycle,Unknown,No Injury,Ignoring Signal,No Helmet,0,0,ITPL Main Road,36064,28.55,61.74,0,80.0,81.62,Sunday,Morning,6,5,1
19539,2023-07-05 18:26:00,Whitefield,12.976649,77.460884,Wednesday,18,Heavy,Overcast,Wet,Truck,Severe,Serious,Drunk Driving,No Helmet,0,1,ITPL Main Road,46627,13.98,81.31,0,31.89,79.14,Wednesday,Evening,2,7,0
19540,2023-07-30 11:54:00,Koramangala,13.040878,77.517243,Sunday,11,Very Heavy,Haze,Wet,Motorcycle,Moderate,Minor,Distracted Driving,Overspeeding,0,2,Sony World Junction,14698,45.53,30.0,0,63.01,91.97,Sunday,Morning,6,7,1
19541,2023-09-13 13:49:00,Indiranagar,12.955856,77.691056,Wednesday,13,Moderate,Haze,Dry,Car,Minor,Minor,Ignoring Signal,No Helmet,0,1,CMH Road,40934,16.64,59.79,4,55.87,89.12,Wednesday,Afternoon,2,9,0
19542,2023-04-17 07:23:00,Whitefield,12.934074,77.667357,Monday,7,Moderate,Haze,Dry,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,2,Marathahalli Bridge,26292,35.22,36.72,2,43.77,71.8,Monday,Morning,0,4,0
19543,2023-06-09 12:12:00,Jayanagar,13.073738,77.629776,Friday,12,Moderate,Overcast,Under Construction,Car,Minor,Minor,Drunk Driving,Jumping Signal,0,1,4th Block Complex,51019,5.15,80.84,1,42.97,58.05,Friday,Afternoon,4,6,0
19544,2023-11-09 21:38:00,Koramangala,13.095554,77.46054,Thursday,21,Moderate,Raining,Potholes,Bicycle,Minor,Minor,Distracted Driving,No Helmet,0,1,80 Feet Road,7853,49.41,30.0,1,59.77,63.27,Thursday,Night,3,11,0
19545,2023-05-14 13:31:00,HSR Layout,12.895675,77.689642,Sunday,13,Light,Raining,Under Construction,Car,Moderate,Minor,Distracted Driving,No Helmet,0,2,27th Main Road,33407,22.65,45.77,0,82.3,79.4,Sunday,Afternoon,6,5,1
19546,2023-12-08 00:44:00,HSR Layout,13.118509,77.693234,Friday,0,Moderate,Overcast,Dry,Auto Rickshaw,Severe,Serious,Distracted Driving,Jumping Signal,0,2,Outer Ring Road,43000,21.19,67.04,0,34.57,84.2,Friday,Night,4,12,0
19547,2023-07-13 07:49:00,Koramangala,12.998852,77.468168,Thursday,7,Moderate,Haze,Dry,Bus,Moderate,Minor,Speeding,Overspeeding,0,1,Sony World Junction,50337,9.59,74.17,0,61.32,69.59,Thursday,Morning,3,7,0
19548,2023-12-12 16:24:00,Indiranagar,12.980676,77.591158,Tuesday,16,Light,Raining,Potholes,Bus,Moderate,Serious,Distracted Driving,Jumping Signal,0,2,CMH Road,23254,32.13,41.61,2,37.77,74.82,Tuesday,Afternoon,1,12,0
19549,2023-05-02 04:15:00,Jayanagar,12.998825,77.656395,Tuesday,4,Light,Clear,Wet,Bicycle,Unknown,No Injury,Drunk Driving,Unknown,0,0,4th Block Complex,14994,41.04,30.0,0,32.84,91.79,Tuesday,Night,1,5,0
19550,2023-05-29 04:23:00,Koramangala,12.913291,77.55741,Monday,4,Moderate,Haze,Dry,Bicycle,Minor,Minor,Speeding,Unknown,0,1,Sony World Junction,29759,25.97,51.06,0,84.94,88.25,Monday,Night,0,5,0
19551,2023-07-15 07:48:00,Koramangala,13.080256,77.73225,Saturday,7,Light,Raining,Dry,Motorcycle,Minor,Minor,Drunk Driving,Jumping Signal,0,2,80 Feet Road,12894,45.8,30.0,0,74.47,81.44,Saturday,Morning,5,7,1
19552,2023-07-11 03:47:00,Jayanagar,13.050567,77.447612,Tuesday,3,Moderate,Raining,Wet,Bicycle,Unknown,No Injury,Speeding,Jumping Signal,0,0,South End Circle,25775,36.07,38.57,0,43.74,75.6,Tuesday,Night,1,7,0
19553,2023-07-04 02:31:00,HSR Layout,12.823012,77.514286,Tuesday,2,Light,Raining,Wet,Bicycle,Unknown,No Injury,Distracted Driving,Unknown,0,0,27th Main Road,47855,9.89,78.33,1,53.8,88.92,Tuesday,Night,1,7,0
19554,2023-01-02 16:39:00,HSR Layout,12.914225,77.52697,Monday,16,Light,Foggy,Potholes,Motorcycle,Moderate,Serious,Speeding,Overspeeding,0,4,27th Main Road,41285,14.47,67.2,0,52.69,67.41,Monday,Afternoon,0,1,0
