record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage,Day_of_Week_Name,Time_of_Day,Day_of_Week_Num,Month,Is_Weekend
15431,2023-06-01 09:28:00,Indiranagar,12.973509,77.638102,Thursday,9,Heavy,Raining,Under Construction,Truck,Severe,Fatal,Distracted Driving,Overspeeding,1,3,100 Feet Road,5917,57.18,30.0,0,60.47,71.18,Thursday,Morning,3,6,0
15432,2023-12-16 12:53:00,Koramangala,12.938262,77.619784,Saturday,12,Light,Cloudy,Potholes,Bus,Moderate,Minor,Distracted Driving,Unknown,0,2,Sony World Junction,26896,35.55,41.88,0,56.73,84.64,Saturday,Afternoon,5,12,1
15433,2023-08-06 17:30:00,HSR Layout,12.91693,77.646366,Sunday,17,Very Heavy,Foggy,Under Construction,Motorcycle,Unknown,No Injury,Distracted Driving,Overspeeding,0,0,Outer Ring Road,59231,9.96,95.69,0,57.55,99.4,Sunday,Evening,6,8,1
15434,2023-09-18 15:59:00,Whitefield,12.992427,77.758458,Monday,15,Moderate,Foggy,Wet,Motorcycle,Moderate,Minor,Drunk Driving,No Helmet,0,2,Marathahalli Bridge,41553,18.86,70.26,0,83.75,90.99,Monday,Afternoon,0,9,0
15435,2023-10-28 21:14:00,HSR Layout,12.910416,77.639742,Saturday,21,Light,Foggy,Potholes,Car,Minor,Minor,Distracted Driving,Overspeeding,0,1,27th Main Road,33918,25.94,60.21,0,83.28,65.7,Saturday,Night,5,10,1
15436,2023-07-16 17:15:00,Jayanagar,12.926624,77.59136,Sunday,17,Very Heavy,Foggy,Under Construction,Car,Moderate,Minor,Distracted Driving,Unknown,0,1,4th Block Complex,42347,12.73,65.64,0,66.42,85.68,Sunday,Evening,6,7,1
15437,2023-01-18 23:30:00,HSR Layout,12.908566,77.642387,Wednesday,23,Light,Overcast,Potholes,Car,Moderate,Serious,Speeding,No Helmet,0,3,Outer Ring Road,39177,18.94,57.6,1,34.83,90.02,Wednesday,Night,2,1,0
15438,2023-03-25 13:07:00,HSR Layout,12.913432,77.653023,Saturday,13,Light,Foggy,Wet,Motorcycle,Minor,Minor,Ignoring Signal,No Helmet,0,1,27th Main Road,43516,13.22,73.2,1,61.61,61.12,Saturday,Afternoon,5,3,1
15439,2023-04-29 18:13:00,Koramangala,12.938334,77.629697,Saturday,18,Heavy,Haze,Dry,Bus,Severe,Fatal,Speeding,Unknown,2,0,Sony World Junction,58823,10.82,90.92,1,57.68,84.96,Saturday,Evening,5,4,1
15440,2023-04-11 14:54:00,Whitefield,12.979341,77.738496,Tuesday,14,Light,Cloudy,Wet,Car,Moderate,Serious,Speeding,Unknown,0,3,ITPL Main Road,53137,7.29,88.77,0,48.12,57.35,Tuesday,Afternoon,1,4,0
15441,2023-07-08 22:23:00,Jayanagar,12.923888,77.587173,Saturday,22,Moderate,Raining,Wet,Car,Moderate,Minor,Speeding,Jumping Signal,0,1,4th Block Complex,27307,29.19,42.91,0,64.21,99.17,Saturday,Night,5,7,1
15442,2023-01-04 08:13:00,Indiranagar,12.981178,77.646484,Wednesday,8,Heavy,Raining,Wet,Bicycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,CMH Road,24282,31.32,31.27,0,73.72,63.97,Wednesday,Morning,2,1,0
15443,2023-09-24 06:34:00,Jayanagar,12.942123,77.591578,Sunday,6,Light,Haze,Potholes,Motorcycle,Minor,Minor,Drunk Driving,Jumping Signal,0,2,4th Block Complex,20870,36.08,30.0,0,82.99,60.89,Sunday,Morning,6,9,1
15444,2023-12-19 17:31:00,Indiranagar,12.97123,77.651721,Tuesday,17,Heavy,Cloudy,Potholes,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,1,CMH Road,6544,52.89,30.0,1,51.34,99.09,Tuesday,Evening,1,12,0
15445,2023-10-10 09:42:00,Koramangala,12.944982,77.617941,Tuesday,9,Heavy,Overcast,Dry,Bicycle,Unknown,No Injury,Ignoring Signal,Unknown,0,0,Sony World Junction,51207,14.65,87.02,0,64.72,54.13,Tuesday,Morning,1,10,0
15446,2023-09-05 20:43:00,Koramangala,12.933983,77.623597,Tuesday,20,Very Heavy,Cloudy,Wet,Bus,Moderate,Minor,Ignoring Signal,Unknown,0,2,Sony World Junction,17116,42.24,30.0,1,47.62,50.32,Tuesday,Evening,1,9,0
15447,2023-04-18 03:53:00,Koramangala,12.939018,77.619636,Tuesday,3,Moderate,Overcast,Dry,Motorcycle,Moderate,Serious,Speeding,No Helmet,0,2,80 Feet Road,42242,15.39,64.54,0,49.45,51.89,Tuesday,Night,1,4,0
15448,2023-12-01 21:37:00,Indiranagar,12.980235,77.638792,Friday,21,Light,Overcast,Dry,Bus,Minor,Minor,Ignoring Signal,Unknown,0,2,CMH Road,55868,7.17,89.06,1,84.58,85.77,Friday,Night,4,12,0
15449,2023-02-16 06:09:00,Whitefield,12.966685,77.734108,Thursday,6,Light,Raining,Potholes,Bus,Minor,Minor,Distracted Driving,Overspeeding,0,2,ITPL Main Road,38784,23.79,66.6,1,43.12,82.43,Thursday,Morning,3,2,0
15450,2023-11-07 12:30:00,Jayanagar,12.924757,77.595574,Tuesday,12,Light,Cloudy,Potholes,Motorcycle,Moderate,Serious,Ignoring Signal,No Helmet,0,3,South End Circle,7262,57.26,30.0,0,58.61,66.75,Tuesday,Afternoon,1,11,0
15451,2023-07-25 03:41:00,Jayanagar,12.921265,77.577346,Tuesday,3,Moderate,Haze,Under Construction,Motorcycle,Minor,Minor,Speeding,Overspeeding,0,2,4th Block Complex,17483,40.66,32.38,0,48.02,50.06,Tuesday,Night,1,7,0
15452,2023-12-09 03:07:00,Indiranagar,12.980848,77.65413,Saturday,3,Moderate,Raining,Potholes,Truck,Moderate,Serious,Drunk Driving,Jumping Signal,0,3,CMH Road,24988,36.24,34.12,0,45.5,56.17,Saturday,Night,5,12,1
15453,2023-04-24 22:02:00,Jayanagar,12.929191,77.582378,Monday,22,Moderate,Clear,Potholes,Auto Rickshaw,Moderate,Minor,Speeding,Unknown,0,2,South End Circle,53969,10.36,93.65,1,49.61,59.34,Monday,Night,0,4,0
15454,2023-05-05 04:55:00,HSR Layout,12.907191,77.633426,Friday,4,Light,Clear,Wet,Car,Minor,Minor,Speeding,Overspeeding,0,1,27th Main Road,9900,48.38,30.0,0,77.08,99.0,Friday,Night,4,5,0
15455,2023-07-18 06:27:00,Koramangala,12.938558,77.618342,Tuesday,6,Moderate,Cloudy,Potholes,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,80 Feet Road,6381,57.43,30.0,3,66.86,79.77,Tuesday,Morning,1,7,0
15456,2023-01-28 01:05:00,Whitefield,12.969731,77.734718,Saturday,1,Light,Raining,Dry,Bicycle,Moderate,Serious,Ignoring Signal,Overspeeding,0,4,Marathahalli Bridge,31492,30.04,46.26,0,39.61,91.9,Saturday,Night,5,1,1
15457,2023-05-22 01:24:00,Whitefield,12.958892,77.753798,Monday,1,Moderate,Raining,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,Unknown,0,1,Marathahalli Bridge,34411,22.97,60.35,0,51.85,61.3,Monday,Night,0,5,0
15458,2023-12-10 20:52:00,Koramangala,12.932577,77.625966,Sunday,20,Heavy,Raining,Under Construction,Auto Rickshaw,Moderate,Minor,Distracted Driving,Overspeeding,0,1,Sony World Junction,5623,51.38,30.0,0,51.68,74.06,Sunday,Evening,6,12,1
15459,2023-12-22 04:38:00,HSR Layout,12.908243,77.656414,Friday,4,Moderate,Haze,Under Construction,Motorcycle,Severe,Serious,Ignoring Signal,Jumping Signal,0,3,27th Main Road,20637,42.86,36.23,0,66.72,91.17,Friday,Night,4,12,0
15460,2023-05-04 02:09:00,Whitefield,12.97757,77.732013,Thursday,2,Moderate,Clear,Under Construction,Motorcycle,Minor,Minor,Speeding,Jumping Signal,0,2,Marathahalli Bridge,27952,35.69,44.14,0,75.7,85.48,Thursday,Night,3,5,0
15461,2023-08-30 05:55:00,Koramangala,12.932043,77.629611,Wednesday,5,Moderate,Haze,Potholes,Auto Rickshaw,Severe,Serious,Ignoring Signal,Jumping Signal,0,3,80 Feet Road,16697,45.81,30.0,0,43.71,50.74,Wednesday,Morning,2,8,0
15462,2023-01-08 11:30:00,Jayanagar,12.925756,77.576407,Sunday,11,Very Heavy,Foggy,Wet,Bicycle,Minor,Minor,Speeding,No Helmet,0,1,4th Block Complex,6908,53.0,30.0,0,38.92,73.47,Sunday,Morning,6,1,1
15463,2023-01-14 20:48:00,Whitefield,12.9676,77.75901,Saturday,20,Heavy,Overcast,Wet,Auto Rickshaw,Moderate,Serious,Speeding,No Helmet,0,3,Marathahalli Bridge,13645,47.18,30.0,0,52.89,57.56,Saturday,Evening,5,1,1
15464,2023-11-19 18:59:00,Jayanagar,12.931418,77.587353,Sunday,18,Very Heavy,Foggy,Potholes,Truck,Moderate,Minor,Ignoring Signal,No Helmet,0,1,South End Circle,51685,14.2,88.63,0,73.44,66.55,Sunday,Evening,6,11,1
15465,2023-06-29 06:37:00,Whitefield,12.972696,77.756642,Thursday,6,Light,Foggy,Under Construction,Auto Rickshaw,Minor,Minor,Drunk Driving,Overspeeding,0,2,Marathahalli Bridge,46393,18.44,69.8,0,40.61,78.38,Thursday,Morning,3,6,0
15466,2023-02-11 12:14:00,HSR Layout,12.909656,77.646622,Saturday,12,Moderate,Clear,Potholes,Car,Minor,Minor,Drunk Driving,Unknown,0,1,Outer Ring Road,43350,12.54,71.54,0,66.08,67.73,Saturday,Afternoon,5,2,1
15467,2023-02-14 08:53:00,Koramangala,12.945819,77.622458,Tuesday,8,Very Heavy,Overcast,Wet,Motorcycle,Severe,Fatal,Distracted Driving,Jumping Signal,1,2,80 Feet Road,16026,41.33,30.0,0,78.11,60.49,Tuesday,Morning,1,2,0
15468,2023-12-14 16:01:00,Indiranagar,12.971736,77.65334,Thursday,16,Light,Clear,Potholes,Bus,Minor,Minor,Speeding,Unknown,0,2,CMH Road,22451,37.34,30.0,1,84.83,95.84,Thursday,Afternoon,3,12,0
15469,2023-09-06 18:16:00,Whitefield,12.965082,77.747525,Wednesday,18,Very Heavy,Clear,Dry,Auto Rickshaw,Minor,Minor,Speeding,Overspeeding,0,2,Marathahalli Bridge,17538,45.5,30.0,0,43.89,55.19,Wednesday,Evening,2,9,0
15470,2023-04-22 17:43:00,Whitefield,12.963178,77.740959,Saturday,17,Heavy,Clear,Potholes,Car,Moderate,Serious,Distracted Driving,No Helmet,0,1,Marathahalli Bridge,11603,51.87,30.0,0,31.23,83.32,Saturday,Evening,5,4,1
15471,2023-03-10 17:02:00,Jayanagar,12.940982,77.588539,Friday,17,Heavy,Foggy,Potholes,Motorcycle,Moderate,Minor,Ignoring Signal,Unknown,0,2,South End Circle,23338,41.1,39.93,0,74.15,92.74,Friday,Evening,4,3,0
15472,2023-08-25 02:39:00,Jayanagar,12.941906,77.579673,Friday,2,Light,Raining,Under Construction,Bicycle,Minor,Minor,Drunk Driving,No Helmet,0,2,4th Block Complex,15832,39.17,30.0,0,47.04,93.5,Friday,Night,4,8,0
15473,2023-03-31 21:11:00,Jayanagar,12.926768,77.581964,Friday,21,Light,Overcast,Under Construction,Car,Moderate,Serious,Distracted Driving,Jumping Signal,0,3,4th Block Complex,31644,32.86,50.72,1,64.48,70.97,Friday,Night,4,3,0
15474,2023-02-19 06:27:00,Whitefield,12.962145,77.739806,Sunday,6,Moderate,Clear,Under Construction,Bicycle,Unknown,No Injury,Speeding,Jumping Signal,0,0,Marathahalli Bridge,36563,25.51,57.57,0,64.66,76.83,Sunday,Morning,6,2,1
15475,2023-09-17 23:50:00,Koramangala,12.929708,77.618549,Sunday,23,Moderate,Haze,Potholes,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,Sony World Junction,31766,27.61,49.33,0,79.84,62.9,Sunday,Night,6,9,1
15476,2023-10-09 17:10:00,Whitefield,12.976749,77.762723,Monday,17,Heavy,Raining,Dry,Motorcycle,Severe,Serious,Drunk Driving,Overspeeding,0,4,ITPL Main Road,38523,19.92,63.44,1,37.89,64.44,Monday,Evening,0,10,0
15477,2023-09-15 10:50:00,Koramangala,12.939545,77.614999,Friday,10,Very Heavy,Clear,Under Construction,Bicycle,Moderate,Minor,Ignoring Signal,Unknown,0,1,80 Feet Road,22956,34.04,42.42,0,59.93,61.42,Friday,Morning,4,9,0
15478,2023-06-25 16:34:00,Koramangala,12.944737,77.62357,Sunday,16,Light,Raining,Under Construction,Motorcycle,Minor,Minor,Drunk Driving,Jumping Signal,0,1,80 Feet Road,9026,46.7,30.0,0,45.36,63.21,Sunday,Afternoon,6,6,1
15479,2023-03-16 02:33:00,Indiranagar,12.983596,77.639427,Thursday,2,Moderate,Cloudy,Under Construction,Motorcycle,Unknown,No Injury,Speeding,Unknown,0,0,100 Feet Road,6694,54.26,30.0,4,47.66,77.44,Thursday,Night,3,3,0
15480,2023-09-12 18:43:00,Whitefield,12.960107,77.728555,Tuesday,18,Heavy,Haze,Under Construction,Auto Rickshaw,Moderate,Minor,Drunk Driving,Unknown,0,1,Marathahalli Bridge,17882,41.67,30.0,0,73.11,51.92,Tuesday,Evening,1,9,0
15481,2023-01-27 12:08:00,HSR Layout,12.914171,77.643323,Friday,12,Moderate,Foggy,Wet,Car,Unknown,No Injury,Ignoring Signal,Unknown,0,0,Outer Ring Road,47385,9.23,73.57,0,35.34,50.87,Friday,Afternoon,4,1,0
15482,2023-08-04 20:16:00,Indiranagar,12.975982,77.642434,Friday,20,Heavy,Raining,Wet,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,2,CMH Road,49721,13.72,80.32,0,32.79,59.32,Friday,Evening,4,8,0
15483,2023-01-22 21:45:00,HSR Layout,12.91041,77.638661,Sunday,21,Light,Overcast,Dry,Bicycle,Unknown,No Injury,Speeding,Unknown,0,0,27th Main Road,9617,46.98,30.0,0,78.99,54.19,Sunday,Night,6,1,1
15484,2023-05-25 19:43:00,Whitefield,12.955342,77.732341,Thursday,19,Very Heavy,Raining,Wet,Auto Rickshaw,Moderate,Minor,Distracted Driving,Overspeeding,0,2,Marathahalli Bridge,16097,39.98,30.0,1,36.14,65.56,Thursday,Evening,3,5,0
15485,2023-06-13 01:44:00,Whitefield,12.97235,77.763537,Tuesday,1,Moderate,Cloudy,Potholes,Bus,Moderate,Minor,Ignoring Signal,Overspeeding,0,2,Marathahalli Bridge,46806,13.98,78.53,0,45.88,50.96,Tuesday,Night,1,6,0
15486,2023-07-22 15:42:00,Jayanagar,12.940013,77.59015,Saturday,15,Moderate,Foggy,Wet,Auto Rickshaw,Severe,Serious,Ignoring Signal,Overspeeding,0,1,4th Block Complex,49518,8.61,75.05,0,56.49,69.97,Saturday,Afternoon,5,7,1
15487,2023-10-06 02:16:00,Whitefield,12.967842,77.74627,Friday,2,Moderate,Haze,Wet,Bicycle,Minor,Minor,Speeding,Jumping Signal,0,1,ITPL Main Road,8798,49.12,30.0,0,50.7,95.07,Friday,Night,4,10,0
15488,2023-10-11 17:12:00,Indiranagar,12.974734,77.645482,Wednesday,17,Very Heavy,Raining,Under Construction,Bus,Moderate,Minor,Ignoring Signal,No Helmet,0,1,100 Feet Road,51430,13.84,88.42,0,71.91,66.96,Wednesday,Evening,2,10,0
15489,2023-02-05 13:06:00,Jayanagar,12.932129,77.589846,Sunday,13,Light,Overcast,Under Construction,Motorcycle,Unknown,No Injury,Speeding,No Helmet,0,0,South End Circle,53764,5.94,81.82,0,75.72,84.71,Sunday,Afternoon,6,2,1
15490,2023-08-25 09:21:00,Jayanagar,12.939592,77.595995,Friday,9,Very Heavy,Cloudy,Wet,Motorcycle,Minor,Minor,Drunk Driving,Overspeeding,0,1,4th Block Complex,15832,39.17,30.0,0,47.04,93.5,Friday,Morning,4,8,0
15491,2023-10-12 11:16:00,Jayanagar,12.93086,77.585506,Thursday,11,Heavy,Cloudy,Wet,Bus,Severe,Serious,Drunk Driving,Unknown,0,2,South End Circle,10224,48.18,30.0,1,61.43,83.01,Thursday,Morning,3,10,0
15492,2023-08-10 13:16:00,Koramangala,12.937725,77.619744,Thursday,13,Moderate,Overcast,Wet,Truck,Severe,Serious,Speeding,Unknown,0,3,80 Feet Road,50862,7.68,83.99,0,43.81,58.64,Thursday,Afternoon,3,8,0
15493,2023-08-03 14:47:00,Whitefield,12.992321,77.734749,Thursday,14,Moderate,Cloudy,Wet,Motorcycle,Moderate,Serious,Speeding,Unknown,0,4,ITPL Main Road,47997,13.14,81.49,0,55.31,91.76,Thursday,Afternoon,3,8,0
15494,2023-08-12 08:24:00,Jayanagar,12.937506,77.583805,Saturday,8,Heavy,Raining,Wet,Truck,Moderate,Serious,Distracted Driving,Jumping Signal,0,1,South End Circle,50420,7.12,80.0,0,43.15,91.07,Saturday,Morning,5,8,1
15495,2023-10-09 16:56:00,HSR Layout,12.909027,77.64591,Monday,16,Light,Overcast,Dry,Bus,Minor,Minor,Distracted Driving,No Helmet,0,1,27th Main Road,8482,49.51,30.0,0,42.67,66.22,Monday,Afternoon,0,10,0
15496,2023-07-29 06:39:00,Indiranagar,12.979914,77.647195,Saturday,6,Moderate,Clear,Wet,Bus,Minor,Minor,Ignoring Signal,Overspeeding,0,1,CMH Road,35218,26.79,57.41,0,71.91,63.11,Saturday,Morning,5,7,1
15497,2023-02-05 13:55:00,Whitefield,12.955867,77.747577,Sunday,13,Moderate,Foggy,Under Construction,Bus,Minor,Minor,Drunk Driving,No Helmet,0,1,ITPL Main Road,30723,26.68,50.15,0,81.46,61.21,Sunday,Afternoon,6,2,1
15498,2023-06-02 09:55:00,HSR Layout,12.924546,77.636496,Friday,9,Heavy,Clear,Potholes,Truck,Unknown,No Injury,Ignoring Signal,Overspeeding,0,0,27th Main Road,18367,44.44,30.0,0,52.09,82.71,Friday,Morning,4,6,0
15499,2023-01-28 08:31:00,Whitefield,12.97904,77.729927,Saturday,8,Heavy,Cloudy,Dry,Motorcycle,Severe,Serious,Ignoring Signal,Unknown,0,3,Marathahalli Bridge,31492,30.04,46.26,0,39.61,91.9,Saturday,Morning,5,1,1
15500,2023-03-28 07:42:00,Indiranagar,12.97247,77.641938,Tuesday,7,Moderate,Clear,Wet,Bus,Moderate,Minor,Speeding,Jumping Signal,0,1,CMH Road,47910,14.03,70.74,0,66.67,53.23,Tuesday,Morning,1,3,0
15501,2023-07-14 13:39:00,Jayanagar,12.943607,77.57608,Friday,13,Light,Overcast,Under Construction,Truck,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,South End Circle,37197,24.35,54.72,0,57.55,79.72,Friday,Afternoon,4,7,0
15502,2023-11-15 14:02:00,Whitefield,12.988979,77.747745,Wednesday,14,Moderate,Overcast,Dry,Bus,Moderate,Minor,Distracted Driving,Overspeeding,0,1,ITPL Main Road,54107,14.33,87.42,1,43.86,68.34,Wednesday,Afternoon,2,11,0
15503,2023-09-27 12:10:00,Indiranagar,12.982144,77.650709,Wednesday,12,Moderate,Clear,Potholes,Auto Rickshaw,Minor,Minor,Drunk Driving,No Helmet,0,1,CMH Road,9221,48.19,30.0,0,30.87,53.19,Wednesday,Afternoon,2,9,0
15504,2023-04-30 12:49:00,Koramangala,12.935958,77.622825,Sunday,12,Moderate,Overcast,Dry,Truck,Moderate,Minor,Drunk Driving,Unknown,0,2,Sony World Junction,10869,53.87,30.0,0,83.53,94.14,Sunday,Afternoon,6,4,1
15505,2023-07-27 00:39:00,HSR Layout,12.915528,77.651098,Thursday,0,Light,Foggy,Wet,Auto Rickshaw,Moderate,Minor,Speeding,No Helmet,0,1,Outer Ring Road,28725,30.13,45.53,1,36.3,55.07,Thursday,Night,3,7,0
15506,2023-10-19 08:11:00,Koramangala,12.933156,77.623166,Thursday,8,Very Heavy,Cloudy,Potholes,Bus,Moderate,Serious,Speeding,Jumping Signal,0,4,Sony World Junction,17672,45.34,30.0,0,35.01,87.04,Thursday,Morning,3,10,0
15507,2023-12-29 00:38:00,Indiranagar,12.971046,77.645634,Friday,0,Light,Foggy,Potholes,Car,Unknown,No Injury,Ignoring Signal,No Helmet,0,0,100 Feet Road,29512,34.8,41.94,1,67.12,80.37,Friday,Night,4,12,0
15508,2023-07-13 17:53:00,Whitefield,12.983235,77.759801,Thursday,17,Very Heavy,Clear,Potholes,Truck,Minor,Minor,Drunk Driving,Jumping Signal,0,2,Marathahalli Bridge,33637,30.62,57.82,0,56.44,55.2,Thursday,Evening,3,7,0
15509,2023-01-16 09:19:00,Koramangala,12.944663,77.632017,Monday,9,Heavy,Cloudy,Wet,Bicycle,Moderate,Serious,Ignoring Signal,Unknown,0,2,80 Feet Road,15310,42.55,30.0,0,40.13,78.46,Monday,Morning,0,1,0
15510,2023-10-18 10:37:00,Whitefield,12.963675,77.739901,Wednesday,10,Heavy,Raining,Wet,Auto Rickshaw,Severe,Fatal,Speeding,No Helmet,1,1,Marathahalli Bridge,14951,40.37,30.0,1,52.37,94.39,Wednesday,Morning,2,10,0
15511,2023-05-27 17:53:00,Jayanagar,12.922281,77.582086,Saturday,17,Heavy,Haze,Dry,Bicycle,Moderate,Minor,Speeding,Unknown,0,2,South End Circle,10172,47.41,30.0,0,57.99,52.28,Saturday,Evening,5,5,1
15512,2023-07-03 11:03:00,Koramangala,12.931781,77.62733,Monday,11,Heavy,Raining,Under Construction,Bicycle,Moderate,Minor,Speeding,Unknown,0,1,Sony World Junction,58684,13.2,100.0,2,54.25,97.16,Monday,Morning,0,7,0
15513,2023-07-23 04:04:00,Whitefield,12.981681,77.759299,Sunday,4,Moderate,Haze,Dry,Auto Rickshaw,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,Marathahalli Bridge,32883,30.23,45.2,0,64.65,86.05,Sunday,Night,6,7,1
15514,2023-08-11 12:30:00,HSR Layout,12.924777,77.654824,Friday,12,Light,Clear,Dry,Truck,Moderate,Serious,Ignoring Signal,Overspeeding,0,1,Outer Ring Road,18115,39.62,30.0,2,54.11,89.58,Friday,Afternoon,4,8,0
15515,2023-09-03 12:43:00,Indiranagar,12.981086,77.653451,Sunday,12,Light,Haze,Potholes,Bicycle,Moderate,Minor,Drunk Driving,No Helmet,0,1,CMH Road,32633,22.74,50.39,0,37.96,68.26,Sunday,Afternoon,6,9,1
15516,2023-10-02 08:17:00,Whitefield,12.967514,77.73559,Monday,8,Heavy,Foggy,Potholes,Truck,Moderate,Minor,Ignoring Signal,No Helmet,0,1,ITPL Main Road,11294,45.58,30.0,0,33.44,62.36,Monday,Morning,0,10,0
15517,2023-04-28 12:44:00,Koramangala,12.937353,77.626548,Friday,12,Light,Cloudy,Dry,Auto Rickshaw,Minor,Minor,Ignoring Signal,Overspeeding,0,2,Sony World Junction,21062,41.5,30.0,0,36.6,51.71,Friday,Afternoon,4,4,0
15518,2023-10-02 01:27:00,Whitefield,12.982816,77.739687,Monday,1,Light,Raining,Potholes,Bicycle,Moderate,Minor,Ignoring Signal,Unknown,0,1,ITPL Main Road,11294,45.58,30.0,0,33.44,62.36,Monday,Night,0,10,0
15519,2023-08-01 20:59:00,Koramangala,12.938227,77.614915,Tuesday,20,Heavy,Overcast,Under Construction,Auto Rickshaw,Severe,Fatal,Ignoring Signal,Unknown,1,1,80 Feet Road,16662,47.35,30.0,0,30.85,55.06,Tuesday,Evening,1,8,0
15520,2023-03-08 04:55:00,Koramangala,12.935015,77.627842,Wednesday,4,Light,Cloudy,Dry,Bus,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,Sony World Junction,31053,31.99,53.36,0,75.33,62.21,Wednesday,Night,2,3,0
15521,2023-10-12 14:28:00,Indiranagar,12.972823,77.654024,Thursday,14,Moderate,Clear,Under Construction,Bicycle,Minor,Minor,Drunk Driving,No Helmet,0,1,100 Feet Road,32019,31.86,52.94,1,72.05,91.21,Thursday,Afternoon,3,10,0
15522,2023-04-29 04:02:00,Koramangala,12.928424,77.625699,Saturday,4,Moderate,Haze,Under Construction,Truck,Moderate,Minor,Speeding,No Helmet,0,1,Sony World Junction,58823,10.82,90.92,1,57.68,84.96,Saturday,Night,5,4,1
15523,2023-07-11 00:14:00,Koramangala,12.92833,77.63103,Tuesday,0,Moderate,Foggy,Wet,Auto Rickshaw,Severe,Fatal,Distracted Driving,No Helmet,1,1,80 Feet Road,56283,14.37,83.99,0,69.67,62.24,Tuesday,Night,1,7,0
15524,2023-05-14 03:04:00,Jayanagar,12.921944,77.586082,Sunday,3,Light,Foggy,Under Construction,Bicycle,Minor,Minor,Speeding,Jumping Signal,0,1,South End Circle,21422,36.17,32.56,0,48.15,52.63,Sunday,Night,6,5,1
15525,2023-06-26 14:24:00,Whitefield,12.993172,77.732238,Monday,14,Moderate,Cloudy,Potholes,Auto Rickshaw,Severe,Serious,Speeding,Jumping Signal,0,3,Marathahalli Bridge,16463,42.04,30.0,1,43.87,56.61,Monday,Afternoon,0,6,0
15526,2023-01-26 00:58:00,Koramangala,12.940207,77.632144,Thursday,0,Light,Clear,Under Construction,Motorcycle,Moderate,Minor,Speeding,Overspeeding,0,1,80 Feet Road,28072,36.44,40.59,1,76.57,97.83,Thursday,Night,3,1,0
15527,2023-10-19 15:41:00,Jayanagar,12.939933,77.577627,Thursday,15,Moderate,Foggy,Wet,Auto Rickshaw,Severe,Serious,Speeding,Unknown,0,4,South End Circle,42555,20.98,67.66,0,39.34,61.82,Thursday,Afternoon,3,10,0
15528,2023-04-03 08:38:00,Jayanagar,12.923719,77.59191,Monday,8,Heavy,Foggy,Wet,Auto Rickshaw,Unknown,No Injury,Speeding,Jumping Signal,0,0,4th Block Complex,19335,37.5,30.0,0,60.6,66.79,Monday,Morning,0,4,0
15529,2023-04-20 03:08:00,Koramangala,12.934267,77.625597,Thursday,3,Moderate,Cloudy,Wet,Car,Severe,Serious,Distracted Driving,Unknown,0,3,80 Feet Road,40292,23.37,65.36,0,54.78,86.29,Thursday,Night,3,4,0
15530,2023-10-17 17:14:00,Koramangala,12.938201,77.619365,Tuesday,17,Very Heavy,Foggy,Potholes,Bus,Moderate,Minor,Drunk Driving,Overspeeding,0,1,80 Feet Road,39187,23.45,58.89,0,46.08,69.54,Tuesday,Evening,1,10,0
15531,2023-09-19 21:05:00,Whitefield,12.957325,77.755333,Tuesday,21,Moderate,Overcast,Under Construction,Truck,Minor,Minor,Speeding,Unknown,0,2,ITPL Main Road,12241,49.64,30.0,0,36.99,82.98,Tuesday,Night,1,9,0
15532,2023-11-18 14:59:00,Jayanagar,12.931102,77.575906,Saturday,14,Moderate,Overcast,Wet,Bus,Minor,Minor,Distracted Driving,No Helmet,0,1,4th Block Complex,5392,57.87,30.0,0,64.24,51.4,Saturday,Afternoon,5,11,1
15533,2023-09-21 16:34:00,Whitefield,12.977917,77.736187,Thursday,16,Light,Raining,Dry,Bus,Severe,Fatal,Speeding,No Helmet,1,0,Marathahalli Bridge,38346,23.26,55.46,0,37.93,86.89,Thursday,Afternoon,3,9,0
15534,2023-10-22 13:47:00,Indiranagar,12.972333,77.65258,Sunday,13,Light,Raining,Wet,Motorcycle,Minor,Minor,Drunk Driving,No Helmet,0,2,100 Feet Road,18547,43.23,30.13,0,35.91,88.45,Sunday,Afternoon,6,10,1
15535,2023-01-13 20:13:00,HSR Layout,12.916084,77.637426,Friday,20,Heavy,Foggy,Wet,Bus,Minor,Minor,Distracted Driving,No Helmet,0,2,Outer Ring Road,44062,16.23,73.4,1,44.47,75.77,Friday,Evening,4,1,0
