record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage
13837,6/30/2023 7:46,HSR Layout,12.971327,77.592876,Friday,7,Light,Haze,Potholes,Bus,Severe,Fatal,Speeding,No Helmet,2,0,27th Main Road,43463,18.62,69.05,2,77.37,59.07
13838,5/3/2023 18:13,Indiranagar,13.11103,77.581647,Wednesday,18,Very Heavy,Clear,Dry,Truck,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,CMH Road,43211,21.14,72.45,1,60.31,69.5
13839,5/8/2023 9:55,Whitefield,13.025711,77.508333,Monday,9,Very Heavy,Haze,Dry,Car,Moderate,Minor,Distracted Driving,Overspeeding,0,2,ITPL Main Road,37952,23.14,63.5,0,65.64,66.82
13840,3/9/2023 6:06,Indiranagar,12.852815,77.520878,Thursday,6,Light,Clear,Wet,Motorcycle,Severe,Serious,Speeding,None,0,2,CMH Road,19424,41.8,30,2,60.65,76.81
13841,10/17/2023 1:15,Koramangala,12.97218,77.542162,Tuesday,1,Moderate,Clear,Potholes,Motorcycle,Moderate,Minor,Distracted Driving,No Helmet,0,2,80 Feet Road,39187,23.45,58.89,0,46.08,69.54
13842,6/24/2023 19:26,Whitefield,13.039567,77.447417,Saturday,19,Heavy,Clear,Under Construction,Bicycle,Minor,Minor,Drunk Driving,None,0,1,Marathahalli Bridge,44056,18.96,71.44,2,82.07,78.33
13843,12/25/2023 21:06,Jayanagar,12.91408,77.597152,Monday,21,Moderate,Foggy,Potholes,Bus,Minor,Minor,Speeding,No Helmet,0,1,South End Circle,56411,10.41,98.19,0,57.37,52.36
13844,5/6/2023 21:00,Koramangala,12.824831,77.464238,Saturday,21,Light,Raining,Potholes,Truck,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,80 Feet Road,51529,6.42,77.62,0,62.15,66.93
13845,7/13/2023 13:27,Koramangala,12.838149,77.685874,Thursday,13,Light,Cloudy,Potholes,Truck,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Sony World Junction,50337,9.59,74.17,0,61.32,69.59
13846,12/26/2023 23:50,Jayanagar,13.047003,77.631216,Tuesday,23,Light,Raining,Dry,Truck,Moderate,Minor,Drunk Driving,Overspeeding,0,1,4th Block Complex,13831,46.9,30,0,32.09,58.77
13847,5/31/2023 19:34,Koramangala,12.877094,77.560469,Wednesday,19,Very Heavy,Haze,Potholes,Auto Rickshaw,Severe,Fatal,Drunk Driving,Jumping Signal,2,0,Sony World Junction,34023,27.77,47.64,0,42.47,53.88
13848,11/9/2023 22:54,HSR Layout,13.06687,77.641256,Thursday,22,Light,Cloudy,Under Construction,Auto Rickshaw,None,No Injury,Speeding,Jumping Signal,0,0,27th Main Road,37747,21.98,59.71,0,40.8,97
13849,10/31/2023 23:03,Whitefield,13.071346,77.459484,Tuesday,23,Light,Clear,Potholes,Auto Rickshaw,Minor,Minor,Distracted Driving,None,0,2,Marathahalli Bridge,49911,10.31,76.68,0,70.29,70.38
13850,9/10/2023 3:01,Koramangala,12.932403,77.621064,Sunday,3,Moderate,Clear,Wet,Car,Severe,Fatal,Drunk Driving,Overspeeding,2,1,80 Feet Road,48344,8.66,72.03,0,63.06,71.47
13851,12/9/2023 11:52,HSR Layout,12.831774,77.651223,Saturday,11,Very Heavy,Haze,Under Construction,Auto Rickshaw,Severe,Serious,Ignoring Signal,Overspeeding,0,2,Outer Ring Road,39828,21.65,67.28,3,34.82,86.27
13852,6/8/2023 13:08,Jayanagar,13.088726,77.61397,Thursday,13,Moderate,Foggy,Dry,Truck,Severe,Serious,Distracted Driving,No Helmet,0,1,4th Block Complex,54715,11.29,81.65,4,42.27,80.32
13853,11/3/2023 4:43,Whitefield,12.866153,77.623685,Friday,4,Light,Cloudy,Wet,Bicycle,Severe,Serious,Drunk Driving,No Helmet,0,4,Marathahalli Bridge,59407,10.41,89.2,0,47.57,91.74
13854,10/2/2023 20:01,Whitefield,13.011272,77.650719,Monday,20,Heavy,Clear,Dry,Truck,Moderate,Serious,Speeding,Jumping Signal,0,1,ITPL Main Road,11294,45.58,30,0,33.44,62.36
13855,3/27/2023 17:58,Whitefield,13.077744,77.620073,Monday,17,Very Heavy,Cloudy,Potholes,Bicycle,Minor,Minor,Distracted Driving,None,0,2,Marathahalli Bridge,15901,40.48,30,0,65.6,79.35
13856,9/28/2023 16:17,HSR Layout,13.074445,77.493084,Thursday,16,Moderate,Foggy,Dry,Truck,Moderate,Serious,Speeding,Overspeeding,0,2,Outer Ring Road,45969,10.37,67.24,0,57.13,67.59
13857,2/13/2023 8:00,HSR Layout,13.085265,77.514272,Monday,8,Very Heavy,Overcast,Dry,Auto Rickshaw,Moderate,Serious,Drunk Driving,None,0,1,Outer Ring Road,37323,25.31,55.24,0,72.32,73.02
13858,9/2/2023 2:38,Whitefield,13.070759,77.667241,Saturday,2,Moderate,Haze,Potholes,Truck,None,No Injury,Drunk Driving,None,0,0,ITPL Main Road,46458,16.87,72.34,0,78.63,66.27
13859,9/13/2023 0:31,Indiranagar,13.039497,77.70803,Wednesday,0,Light,Cloudy,Under Construction,Car,Minor,Minor,Distracted Driving,None,0,2,CMH Road,40934,16.64,59.79,4,55.87,89.12
13860,8/14/2023 1:46,Indiranagar,13.021699,77.621981,Monday,1,Moderate,Clear,Wet,Motorcycle,Minor,Minor,Drunk Driving,Overspeeding,0,2,CMH Road,9341,52.12,30,0,37.46,77.53
13861,1/13/2023 5:34,Indiranagar,12.943422,77.724256,Friday,5,Light,Clear,Under Construction,Bus,Minor,Minor,Speeding,Jumping Signal,0,1,CMH Road,40230,17.15,69.05,0,43.59,90.66
13862,8/24/2023 17:50,Indiranagar,12.933854,77.511505,Thursday,17,Heavy,Cloudy,Under Construction,Motorcycle,Moderate,Serious,Drunk Driving,None,0,2,100 Feet Road,7665,47.34,30,4,46.22,81.12
13863,3/10/2023 23:52,Koramangala,12.966395,77.72193,Friday,23,Light,Cloudy,Potholes,Motorcycle,None,No Injury,Speeding,No Helmet,0,0,Sony World Junction,44392,10.81,64.1,0,80.25,89.91
13864,4/28/2023 2:30,Indiranagar,12.925257,77.659736,Friday,2,Light,Cloudy,Wet,Bus,Minor,Minor,Speeding,Overspeeding,0,2,CMH Road,52287,13.77,78.88,0,82.6,56.24
13865,12/8/2023 5:15,Koramangala,12.867533,77.659468,Friday,5,Light,Overcast,Wet,Truck,Minor,Minor,Distracted Driving,None,0,2,80 Feet Road,52778,9.96,78.06,0,37.26,83.17
13866,7/8/2023 1:24,HSR Layout,12.902108,77.701822,Saturday,1,Light,Foggy,Wet,Motorcycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,Outer Ring Road,45686,11.68,79.71,1,33.29,59.53
13867,11/3/2023 15:25,HSR Layout,12.903559,77.599782,Friday,15,Moderate,Haze,Under Construction,Bus,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,27th Main Road,33814,27,52.6,0,51.11,72.8
13868,11/3/2023 11:38,Koramangala,12.961412,77.717523,Friday,11,Very Heavy,Haze,Wet,Truck,Moderate,Minor,Distracted Driving,No Helmet,0,1,Sony World Junction,30147,32.29,43.71,0,71.91,81.75
13869,1/18/2023 3:13,HSR Layout,13.068051,77.534894,Wednesday,3,Moderate,Raining,Dry,Bus,Minor,Minor,Distracted Driving,Overspeeding,0,2,Outer Ring Road,39177,18.94,57.6,1,34.83,90.02
13870,7/6/2023 23:47,Whitefield,12.830808,77.740125,Thursday,23,Moderate,Raining,Under Construction,Bicycle,Severe,Serious,Ignoring Signal,Jumping Signal,0,2,Marathahalli Bridge,36045,21.49,60.57,0,61.73,73.39
13871,9/30/2023 4:59,Whitefield,13.050217,77.563538,Saturday,4,Moderate,Foggy,Wet,Car,Moderate,Minor,Speeding,Jumping Signal,0,1,ITPL Main Road,22214,37.34,34.09,4,41.88,60.49
13872,2/15/2023 20:09,HSR Layout,12.97562,77.53639,Wednesday,20,Heavy,Clear,Under Construction,Bus,Moderate,Serious,Ignoring Signal,Overspeeding,0,2,27th Main Road,27254,36.95,45.57,0,67.67,66.42
13873,9/18/2023 21:31,Jayanagar,13.024038,77.687854,Monday,21,Moderate,Foggy,Dry,Auto Rickshaw,Minor,Minor,Distracted Driving,Overspeeding,0,1,South End Circle,54607,8.78,86.2,0,82.13,92.87
13874,10/28/2023 21:17,Indiranagar,13.086565,77.518864,Saturday,21,Light,Clear,Potholes,Car,Moderate,Serious,Distracted Driving,No Helmet,0,2,100 Feet Road,15780,40.51,30,1,75.88,58.6
13875,5/15/2023 5:35,Jayanagar,13.10058,77.697474,Monday,5,Moderate,Haze,Wet,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,4th Block Complex,28433,35.81,41.35,0,35.8,92.69
13876,5/13/2023 4:56,Whitefield,12.992969,77.685621,Saturday,4,Light,Haze,Under Construction,Bicycle,Moderate,Minor,Distracted Driving,No Helmet,0,2,ITPL Main Road,14463,45.15,30,0,44.18,64.91
13877,8/10/2023 11:53,Indiranagar,12.876985,77.663963,Thursday,11,Heavy,Clear,Wet,Car,Severe,Serious,Drunk Driving,Jumping Signal,0,3,100 Feet Road,13904,49.86,30,0,38.03,97.93
13878,7/3/2023 15:18,Jayanagar,12.952834,77.648659,Monday,15,Moderate,Clear,Dry,Car,Severe,Fatal,Drunk Driving,Jumping Signal,1,2,4th Block Complex,33745,23.75,49.45,0,41.27,58.42
13879,1/29/2023 4:12,Indiranagar,12.828662,77.645427,Sunday,4,Light,Haze,Wet,Car,Moderate,Serious,Drunk Driving,Jumping Signal,0,2,CMH Road,33347,24.23,57.55,0,45.04,65.55
13880,7/29/2023 18:18,Indiranagar,12.903897,77.681575,Saturday,18,Very Heavy,Foggy,Dry,Motorcycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,CMH Road,35218,26.79,57.41,0,71.91,63.11
13881,3/10/2023 0:48,Indiranagar,12.953335,77.574564,Friday,0,Light,Overcast,Dry,Auto Rickshaw,Severe,Serious,Drunk Driving,Jumping Signal,0,1,CMH Road,9597,46.05,30,0,79.84,65.57
13882,2/2/2023 18:02,Indiranagar,13.08057,77.520265,Thursday,18,Very Heavy,Raining,Potholes,Bicycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,100 Feet Road,40171,18.04,70.01,0,58.93,95.89
13883,11/10/2023 11:58,Indiranagar,12.891923,77.648598,Friday,11,Heavy,Foggy,Wet,Truck,Severe,Serious,Drunk Driving,Overspeeding,0,3,100 Feet Road,30530,33.89,43.1,0,74.77,89.65
13884,2/19/2023 11:54,Jayanagar,13.107267,77.743232,Sunday,11,Heavy,Overcast,Potholes,Motorcycle,Minor,Minor,Ignoring Signal,None,0,2,South End Circle,39719,17.96,70.05,0,36.72,51.88
13885,11/29/2023 9:33,HSR Layout,13.070049,77.515019,Wednesday,9,Very Heavy,Haze,Wet,Car,Severe,Serious,Speeding,Jumping Signal,0,1,Outer Ring Road,32611,27.08,56.46,0,63.55,70.28
13886,4/12/2023 15:32,Indiranagar,13.087122,77.469005,Wednesday,15,Light,Cloudy,Wet,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,100 Feet Road,36028,27.23,57.61,0,64.68,77.2
13887,10/4/2023 11:53,Jayanagar,12.853043,77.460046,Wednesday,11,Heavy,Cloudy,Dry,Truck,Moderate,Minor,Ignoring Signal,Overspeeding,0,2,South End Circle,11306,53.56,30,0,45.96,50.5
13888,5/4/2023 4:02,Jayanagar,12.97186,77.527827,Thursday,4,Light,Cloudy,Potholes,Car,Moderate,Minor,Drunk Driving,None,0,1,4th Block Complex,44658,10.56,71.62,0,55.7,89.7
13889,10/11/2023 18:19,Indiranagar,13.027217,77.54536,Wednesday,18,Heavy,Overcast,Under Construction,Car,Minor,Minor,Distracted Driving,Jumping Signal,0,2,100 Feet Road,51430,13.84,88.42,0,71.91,66.96
13890,7/17/2023 8:56,Koramangala,13.00433,77.529006,Monday,8,Heavy,Cloudy,Potholes,Bicycle,Moderate,Serious,Ignoring Signal,None,0,3,Sony World Junction,22040,33.45,38.5,1,79.12,85.66
13891,3/15/2023 17:13,Indiranagar,12.936211,77.744418,Wednesday,17,Heavy,Raining,Under Construction,Auto Rickshaw,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,CMH Road,42542,14.65,68.02,0,83.78,83.98
13892,12/9/2023 15:11,Whitefield,13.071644,77.563106,Saturday,15,Moderate,Cloudy,Potholes,Truck,None,No Injury,Distracted Driving,Jumping Signal,0,0,ITPL Main Road,22463,32.87,40.42,0,78.02,78.85
13893,1/20/2023 7:15,Whitefield,13.009187,77.742238,Friday,7,Light,Cloudy,Wet,Bus,Minor,Minor,Distracted Driving,No Helmet,0,1,ITPL Main Road,26033,33.29,42.33,0,43.43,60.37
13894,3/26/2023 12:44,Whitefield,12.851876,77.458368,Sunday,12,Moderate,Haze,Dry,Bus,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,Marathahalli Bridge,53932,14.78,86.8,1,63.23,91.45
13895,3/27/2023 5:08,Indiranagar,12.948413,77.676442,Monday,5,Moderate,Cloudy,Dry,Bicycle,Severe,Serious,Ignoring Signal,None,0,1,CMH Road,25300,33.3,43.54,0,53.54,76.29
13896,3/15/2023 19:52,Indiranagar,13.11187,77.669112,Wednesday,19,Very Heavy,Haze,Under Construction,Auto Rickshaw,Severe,Serious,Ignoring Signal,None,0,2,CMH Road,42542,14.65,68.02,0,83.78,83.98
13897,5/27/2023 17:07,HSR Layout,12.97107,77.536891,Saturday,17,Very Heavy,Raining,Under Construction,Car,Moderate,Minor,Speeding,None,0,1,Outer Ring Road,14137,45.54,30,0,49.44,83.99
13898,6/18/2023 5:49,Indiranagar,13.063049,77.559126,Sunday,5,Light,Cloudy,Wet,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,CMH Road,5771,57.46,30,0,63.07,99.44
13899,12/8/2023 5:44,Whitefield,12.966447,77.594301,Friday,5,Moderate,Cloudy,Dry,Bicycle,Minor,Minor,Speeding,No Helmet,0,1,ITPL Main Road,58599,9.06,93.81,2,37.43,99.77
13900,4/20/2023 8:10,HSR Layout,12.863604,77.631362,Thursday,8,Heavy,Overcast,Dry,Auto Rickshaw,Moderate,Minor,Speeding,None,0,2,Outer Ring Road,58417,9.23,91.1,0,63.68,67.15
13901,2/24/2023 14:40,Jayanagar,12.90649,77.675398,Friday,14,Moderate,Overcast,Under Construction,Bicycle,Minor,Minor,Drunk Driving,Jumping Signal,0,1,4th Block Complex,32497,30.71,52.76,0,67.27,98.24
13902,8/9/2023 19:13,Indiranagar,13.073873,77.610888,Wednesday,19,Very Heavy,Overcast,Dry,Auto Rickshaw,None,No Injury,Drunk Driving,Jumping Signal,0,0,100 Feet Road,46941,9.49,70.51,0,75.12,90.38
13903,1/26/2023 7:29,Indiranagar,12.948512,77.601029,Thursday,7,Light,Cloudy,Dry,Motorcycle,Moderate,Serious,Ignoring Signal,None,0,2,100 Feet Road,40286,22.33,68.84,0,61.54,52.97
13904,11/19/2023 18:05,Indiranagar,13.044177,77.490457,Sunday,18,Heavy,Raining,Wet,Bicycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,100 Feet Road,5332,50,30,0,38.09,73.21
13905,4/17/2023 4:04,HSR Layout,13.106942,77.496413,Monday,4,Moderate,Raining,Dry,Auto Rickshaw,Severe,Serious,Distracted Driving,None,0,3,27th Main Road,25703,34.19,40.18,1,68.29,93.16
13906,7/21/2023 21:41,Whitefield,13.080496,77.692358,Friday,21,Moderate,Foggy,Wet,Auto Rickshaw,Moderate,Serious,Drunk Driving,No Helmet,0,1,Marathahalli Bridge,27358,29.3,46.5,1,53.1,53.37
13907,9/12/2023 2:04,HSR Layout,13.057281,77.719343,Tuesday,2,Moderate,Cloudy,Potholes,Auto Rickshaw,Moderate,Serious,Distracted Driving,None,0,4,Outer Ring Road,15358,46.57,30,0,47.3,99.99
13908,12/10/2023 16:24,Indiranagar,13.032866,77.483744,Sunday,16,Light,Overcast,Potholes,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,1,100 Feet Road,53360,11.27,82.2,0,75.35,50.79
13909,10/11/2023 8:39,Koramangala,12.841663,77.472778,Wednesday,8,Heavy,Haze,Potholes,Bicycle,Minor,Minor,Distracted Driving,Jumping Signal,0,2,Sony World Junction,44626,17.88,75.99,0,59.45,61.17
13910,4/25/2023 15:55,Whitefield,13.007414,77.710743,Tuesday,15,Light,Overcast,Wet,Car,Moderate,Minor,Distracted Driving,None,0,2,ITPL Main Road,56492,6.47,88.32,0,46.26,77.57
13911,11/8/2023 6:52,HSR Layout,13.074302,77.622652,Wednesday,6,Moderate,Clear,Under Construction,Auto Rickshaw,Moderate,Minor,Drunk Driving,Overspeeding,0,1,Outer Ring Road,37381,26.63,56.25,0,65.02,76.3
13912,11/28/2023 13:06,HSR Layout,13.049003,77.477842,Tuesday,13,Moderate,Cloudy,Potholes,Truck,Moderate,Minor,Ignoring Signal,No Helmet,0,1,27th Main Road,46527,9.99,82.29,0,33.97,62.41
13913,5/4/2023 5:08,Jayanagar,12.872694,77.459543,Thursday,5,Light,Cloudy,Under Construction,Motorcycle,Moderate,Serious,Distracted Driving,Jumping Signal,0,3,4th Block Complex,44658,10.56,71.62,0,55.7,89.7
13914,4/1/2023 2:38,Jayanagar,12.903369,77.593664,Saturday,2,Light,Overcast,Dry,Bicycle,Minor,Minor,Distracted Driving,Overspeeding,0,1,4th Block Complex,17033,40.51,30,0,57.96,56
13915,6/8/2023 6:21,HSR Layout,13.103544,77.726357,Thursday,6,Light,Overcast,Dry,Auto Rickshaw,Minor,Minor,Drunk Driving,No Helmet,0,2,27th Main Road,20544,40.17,35.04,0,43.74,89.17
13916,9/11/2023 4:44,Jayanagar,12.919236,77.615353,Monday,4,Light,Raining,Wet,Motorcycle,Severe,Fatal,Ignoring Signal,Jumping Signal,1,3,South End Circle,48042,8.53,79.89,0,50.16,66.14
13917,2/27/2023 8:05,Jayanagar,12.860149,77.669972,Monday,8,Heavy,Foggy,Under Construction,Car,Moderate,Minor,Speeding,No Helmet,0,1,South End Circle,13317,46.24,30,1,48.23,67.05
13918,8/25/2023 23:13,HSR Layout,12.930398,77.482253,Friday,23,Light,Clear,Potholes,Bicycle,Minor,Minor,Speeding,No Helmet,0,2,Outer Ring Road,46470,17.97,74.34,3,30.3,99.14
13919,3/21/2023 8:35,Koramangala,12.955951,77.542506,Tuesday,8,Heavy,Clear,Potholes,Bus,Moderate,Serious,Speeding,None,0,2,Sony World Junction,23633,40.1,38.88,1,75.4,85.2
13920,11/7/2023 4:49,Koramangala,12.822126,77.508738,Tuesday,4,Light,Haze,Under Construction,Bicycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Sony World Junction,47616,10.28,77.74,0,45.84,62.5
13921,4/29/2023 15:22,HSR Layout,13.042989,77.451286,Saturday,15,Moderate,Overcast,Wet,Auto Rickshaw,Moderate,Minor,Distracted Driving,Overspeeding,0,2,Outer Ring Road,46973,16.5,72.69,0,48.27,98.8
13922,10/18/2023 16:06,Indiranagar,12.852417,77.576494,Wednesday,16,Light,Overcast,Dry,Bicycle,Moderate,Serious,Ignoring Signal,Jumping Signal,0,4,CMH Road,41464,14.43,64.24,0,62.46,74.81
13923,4/20/2023 11:09,Jayanagar,12.858971,77.512211,Thursday,11,Very Heavy,Raining,Wet,Car,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,South End Circle,32716,23.71,55.41,0,78.93,71.73
13924,5/13/2023 21:03,Whitefield,12.906429,77.484307,Saturday,21,Light,Overcast,Under Construction,Car,Moderate,Minor,Ignoring Signal,Overspeeding,0,2,ITPL Main Road,14463,45.15,30,0,44.18,64.91
13925,1/22/2023 1:58,Koramangala,12.937174,77.608498,Sunday,1,Moderate,Raining,Dry,Auto Rickshaw,Moderate,Serious,Ignoring Signal,None,0,1,Sony World Junction,24508,30.7,41.4,2,60.35,58.59
13926,8/17/2023 0:55,Koramangala,12.966655,77.602678,Thursday,0,Moderate,Haze,Under Construction,Bicycle,Moderate,Minor,Drunk Driving,Overspeeding,0,1,80 Feet Road,27751,36.54,49.68,0,81.97,79.11
13927,1/21/2023 20:34,Whitefield,13.090606,77.461376,Saturday,20,Heavy,Overcast,Dry,Motorcycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,ITPL Main Road,20454,40.48,32.28,0,51.7,77.57
13928,5/18/2023 11:34,Jayanagar,12.868889,77.655403,Thursday,11,Heavy,Clear,Dry,Motorcycle,Moderate,Minor,Ignoring Signal,None,0,2,4th Block Complex,26928,33.29,46.17,0,83.9,92.44
13929,12/30/2023 5:04,Indiranagar,13.085232,77.65513,Saturday,5,Light,Overcast,Potholes,Truck,Moderate,Minor,Distracted Driving,Overspeeding,0,1,100 Feet Road,10240,54.72,30,0,84.1,79.55
13930,1/18/2023 3:19,Koramangala,13.079163,77.558223,Wednesday,3,Moderate,Overcast,Wet,Bicycle,None,No Injury,Speeding,Overspeeding,0,0,Sony World Junction,17746,37.45,31.23,3,54.28,66.53
13931,6/19/2023 2:03,Whitefield,12.923797,77.534878,Monday,2,Moderate,Raining,Wet,Motorcycle,Severe,Serious,Drunk Driving,Jumping Signal,0,4,ITPL Main Road,48532,13.53,78.58,0,53.4,79.54
13932,6/22/2023 12:04,Whitefield,12.87966,77.560082,Thursday,12,Light,Clear,Dry,Car,Severe,Serious,Drunk Driving,No Helmet,0,2,Marathahalli Bridge,14767,40.31,30,1,84.86,61.74
13933,2/12/2023 21:13,HSR Layout,12.854039,77.630184,Sunday,21,Light,Raining,Under Construction,Car,None,No Injury,Drunk Driving,Overspeeding,0,0,27th Main Road,52707,5.45,86.09,0,73.13,54.24
13934,5/30/2023 17:30,HSR Layout,12.868909,77.582371,Tuesday,17,Heavy,Overcast,Wet,Motorcycle,Moderate,Minor,Drunk Driving,None,0,1,Outer Ring Road,51920,8.24,84.39,0,35.29,53.74
13935,2/2/2023 19:47,Koramangala,13.113118,77.582088,Thursday,19,Heavy,Overcast,Wet,Bus,Minor,Minor,Ignoring Signal,None,0,2,Sony World Junction,30964,27.38,47.44,0,62.05,79.89
13936,11/9/2023 0:41,Jayanagar,12.829834,77.669365,Thursday,0,Moderate,Cloudy,Wet,Car,Severe,Serious,Speeding,No Helmet,0,1,South End Circle,28033,33.27,47.7,0,44.92,54.29
13937,12/16/2023 18:25,Indiranagar,12.974199,77.581534,Saturday,18,Very Heavy,Haze,Under Construction,Bus,Minor,Minor,Drunk Driving,Jumping Signal,0,2,100 Feet Road,57155,7.84,97.73,1,35.03,72.99
13938,1/15/2023 15:24,Jayanagar,13.027661,77.512519,Sunday,15,Light,Cloudy,Dry,Auto Rickshaw,Moderate,Minor,Distracted Driving,No Helmet,0,2,South End Circle,45047,17.22,73.79,2,61.17,61.82
13939,5/1/2023 4:55,Jayanagar,12.985563,77.626338,Monday,4,Light,Foggy,Under Construction,Bicycle,Moderate,Minor,Speeding,None,0,2,4th Block Complex,31392,26.89,42.37,0,76.09,60.01
13940,11/27/2023 16:34,Jayanagar,12.979349,77.4835,Monday,16,Moderate,Haze,Dry,Bus,None,No Injury,Drunk Driving,Overspeeding,0,0,South End Circle,6224,55.59,30,0,52.71,76.93
13941,1/8/2023 0:28,Koramangala,12.911025,77.602237,Sunday,0,Moderate,Clear,Wet,Motorcycle,Severe,Fatal,Ignoring Signal,No Helmet,2,3,Sony World Junction,18433,41.84,30.78,1,60.87,84.22
13942,3/20/2023 1:46,Indiranagar,12.848172,77.729096,Monday,1,Light,Foggy,Wet,Bicycle,Severe,Serious,Ignoring Signal,Overspeeding,0,1,100 Feet Road,34169,29.85,55.44,0,67.98,84.26
13943,6/8/2023 21:51,Jayanagar,12.981801,77.49473,Thursday,21,Moderate,Cloudy,Potholes,Motorcycle,Minor,Minor,Drunk Driving,No Helmet,0,1,4th Block Complex,54715,11.29,81.65,4,42.27,80.32
13944,3/29/2023 1:51,Indiranagar,12.921727,77.590624,Wednesday,1,Moderate,Overcast,Dry,Auto Rickshaw,Moderate,Minor,Drunk Driving,No Helmet,0,2,CMH Road,36229,27.8,54.54,0,37.43,97.5
13945,10/29/2023 21:36,Indiranagar,12.999547,77.692903,Sunday,21,Moderate,Haze,Dry,Auto Rickshaw,Severe,Serious,Ignoring Signal,No Helmet,0,4,CMH Road,47900,12.27,75.19,0,81.01,94.22
13946,1/30/2023 23:09,Indiranagar,12.899957,77.536228,Monday,23,Light,Haze,Dry,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,CMH Road,7014,54.11,30,0,38.43,83.01
13947,7/19/2023 9:09,Whitefield,12.939214,77.741552,Wednesday,9,Very Heavy,Haze,Dry,Car,Moderate,Serious,Distracted Driving,Jumping Signal,0,3,ITPL Main Road,51092,7.65,75.77,1,59.45,89.93
13948,8/15/2023 12:22,Indiranagar,12.887864,77.651809,Tuesday,12,Moderate,Overcast,Potholes,Auto Rickshaw,Moderate,Minor,Drunk Driving,Overspeeding,0,2,CMH Road,56339,11.16,98.36,0,50.57,78.54
13949,7/21/2023 14:08,Whitefield,12.868774,77.70369,Friday,14,Moderate,Overcast,Wet,Bicycle,Moderate,Serious,Ignoring Signal,None,0,1,Marathahalli Bridge,27358,29.3,46.5,1,53.1,53.37
13950,7/30/2023 19:33,Whitefield,12.922519,77.449591,Sunday,19,Very Heavy,Clear,Wet,Motorcycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Marathahalli Bridge,31036,30.65,44.81,0,71.11,99.01
13951,5/7/2023 5:56,Indiranagar,12.870757,77.683466,Sunday,5,Moderate,Cloudy,Wet,Bicycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,CMH Road,48875,11.75,82.12,1,41.56,84.73
13952,10/2/2023 1:23,Indiranagar,12.994324,77.523873,Monday,1,Moderate,Clear,Potholes,Auto Rickshaw,Minor,Minor,Distracted Driving,Jumping Signal,0,1,100 Feet Road,30337,30.4,46.97,0,77.27,73.68
13953,10/3/2023 12:06,Koramangala,13.118084,77.49522,Tuesday,12,Moderate,Cloudy,Dry,Bus,Minor,Minor,Speeding,No Helmet,0,2,80 Feet Road,5944,56.89,30,1,52.07,74.12
13954,9/15/2023 11:11,Whitefield,12.881908,77.652259,Friday,11,Very Heavy,Clear,Dry,Bicycle,Moderate,Minor,Ignoring Signal,None,0,2,ITPL Main Road,51835,6.16,86.51,0,47.12,95.46
13955,12/18/2023 6:56,Jayanagar,12.956616,77.572192,Monday,6,Light,Clear,Under Construction,Truck,Severe,Serious,Speeding,Jumping Signal,0,1,4th Block Complex,31558,28.84,52.65,0,64.07,75.83
13956,11/4/2023 12:41,Koramangala,13.029082,77.451262,Saturday,12,Light,Foggy,Wet,Bicycle,Moderate,Serious,Speeding,No Helmet,0,4,Sony World Junction,39640,20.47,66.13,0,70.22,59.2
13957,4/22/2023 1:04,Indiranagar,13.004806,77.670961,Saturday,1,Moderate,Haze,Potholes,Truck,Minor,Minor,Speeding,None,0,2,CMH Road,11803,50.96,30,0,39.97,66.05
13958,6/12/2023 21:37,Koramangala,12.976878,77.72391,Monday,21,Light,Haze,Dry,Auto Rickshaw,Minor,Minor,Drunk Driving,None,0,1,Sony World Junction,49765,10.18,77.45,2,50.93,87.87
13959,4/21/2023 21:57,HSR Layout,12.93013,77.488261,Friday,21,Light,Haze,Dry,Car,Severe,Serious,Drunk Driving,None,0,3,Outer Ring Road,47627,11.82,74.62,0,52.94,77.31
